latitude,longitude,num_ids,num_years
32.9557222222222,-115.435972222222,342,8
33.16,-7.4,48,1
33.5675277777778,-6.63336111111111,96,2
33.74725,73.1379444444445,36,2
33.8121944444444,35.99175,40,1
34.01,71.7099722222222,5,1
34.0166666666667,71.55,8,1
34.0199722222222,71.4688888888889,8,1
34.0225,71.4680555555556,11,2
34.0666666666667,108.033333333333,5,1
34.15828,72.05398,12,1
34.2833333333333,108.0,4,1
34.2833333333333,108.066666666667,17,3
34.2836111111111,108.066944444444,30,4
34.2975,108.013333333333,32,5
34.3,116.883333333333,5,1
34.3333333333333,108.4,56,6
34.35,108.166666666667,8,2
34.3666666666667,108.433333333333,16,2
34.4666666666667,69.15,40,1
34.4666666666667,69.3,78,1
34.4738888888889,69.3,40,1
34.5,114.416666666667,6,1
34.5197222222222,-6.32361111111111,48,1
34.5333333333333,115.5,3,1
34.6005555555556,108.867222222222,16,2
34.9251666666667,110.709805555556,17,3
35.0,114.4,42,7
35.05,72.55,40,1
35.0666666666667,113.45,5,1
35.0988888888889,113.715833333333,4,1
35.1333333333333,113.75,18,2
35.2,107.666666666667,5,1
35.2,107.733333333333,6,2
35.37,-119.33,1640,1
35.38,-119.33,1640,1
35.4333333333333,113.983333333333,4,2
35.4488611111111,-119.163944444444,566,14
35.4666666666667,104.733333333333,33,3
35.5333333333333,113.65,57,3
35.6666666666667,116.683333333333,5,1
35.9833333333333,51.1,194,3
35.99,-119.59,1640,1
36.0833333333333,7.06666666666667,40,1
36.0911111111111,103.7,4,1
36.1476388888889,-119.737694444444,445,11
36.15,117.15,26,3
36.1833333333333,117.133333333333,5,1
36.2011111111111,116.901111111111,16,2
36.2166666666667,59.6666666666667,158,3
36.34,-120.11,8200,2
36.6333333333333,66.9333333333333,36,1
36.8166666666667,117.45,12,2
36.8333333333333,116.566666666667,18,1
36.85,117.833333333333,6,1
36.8638888888889,117.833333333333,5,1
36.8666666666667,115.166666666667,12,2
36.87,115.02,12,4
36.95,116.6,5,1
36.95,117.966666666667,9,2
36.95,117.983333333333,15,3
36.9625,117.986805555556,5,1
36.9666666666667,117.983333333333,27,4
37.3002777777778,120.580833333333,10,2
37.3538888888889,116.334166666667,4,1
37.4,46.2666666666667,36,1
37.6,116.35,16,4
37.6666666666667,117.066666666667,8,1
37.6833333333333,116.616666666667,26,2
37.6841666666667,116.600833333333,18,3
37.8333333333333,32.6666666666667,194,3
37.9166666666667,40.2,158,3
38.0166666666667,115.083333333333,5,1
38.0626944444444,-121.572361111111,516,13
38.14,-121.74,1640,1
38.15,-121.81,1394,1
38.15,-121.53,1476,1
38.4333333333333,-121.866666666667,10,2
38.52,-121.77,3280,1
38.5241666666667,-121.743944444444,563,14
38.54,-121.78,4756,1
38.6333333333333,103.083333333333,18,2
38.81,115.413055555556,7,1
38.8166666666667,115.433333333333,10,2
38.85,115.483333333333,7,1
38.9,100.35,10,1
38.9007777777778,-76.1394611111111,16,1
38.93,-121.84,984,1
38.9333333333333,33.5333333333333,154,2
39.0189194444444,-76.8236388888889,16,1
39.04,-121.84,1312,1
39.1186111111111,-96.6181111111111,1243,3
39.2202777777778,-96.5781138888889,859,2
39.301,-121.926194444444,498,12
39.5,32.5,114,2
39.5666666666667,116.583333333333,5,1
39.7019444444445,116.683888888889,8,1
39.8,116.466666666667,30,3
39.8333333333333,30.1666666666667,112,2
40.0333333333333,67.5666666666667,114,2
40.1562222222222,-103.140583333333,24,1
40.2166666666667,116.233333333333,8,2
40.35,46.9833333333333,118,2
40.4166666666667,-3.48333333333333,3,1
40.4170305555556,-3.49585277777778,7,1
40.5166666666667,48.8833333333333,36,1
40.7833333333333,30.4166666666667,40,1
41.5,69.5166666666667,158,3
41.6666666666667,26.5666666666667,79,2
41.8333333333333,-1.0,8,2
42.0833333333333,-2.61666666666667,6,1
42.4,-85.4,35,1
42.4166666666667,12.0666666666667,25,3
42.8166666666667,-2.5,10,1
42.85,-2.61666666666667,10,1
42.96,-112.82,2,1
43.0,141.383333333333,8,2
43.6333333333333,27.8,118,2
44.3124,-96.7985,8,8
44.9537,-93.0907,8,8
45.0166666666667,38.95,76,1
45.3333333333333,19.85,78,1
45.5066,-100.032,8,8
45.5333333333333,18.7166666666667,114,2
45.8237777777778,-72.8403888888889,40,1
46.85,40.3,152,2
46.9125,-96.6097222222222,14,2
47.4501,-99.1262,8,8
47.7199527777778,8.90145833333333,16,1
47.775,-96.6094,8,8
48.0,77.0,50,2
48.7163888888889,9.195,8,1
48.74,8.92,20,1
48.74,9.2,1,1
48.7603,-98.3681,8,8
49.4121666666667,-112.451719444444,14,2
49.5027777777778,-98.0102777777778,12,2
49.5569166666667,17.3368333333333,12,2
49.7833333333333,9.95,112,1
49.7852777777778,-97.3333333333333,12,2
49.9325,-99.5214444444444,9,3
49.9665,36.41175,40,1
49.9833333333333,36.45,78,1
49.99375,19.6985,12,2
50.0708333333333,19.8479722222222,30,3
50.1533333333333,36.9833333333333,40,1
51.7752777777778,7.16277777777778,4,1
51.8094722222222,-0.373,2195,15
51.95,-1.0,136,5
51.9513888888889,7.28277777777778,15,2
52.7634444444444,9.02341666666667,118,1
53.1166666666667,-114.466666666667,15,3
53.6958611111111,-113.626,30,2
54.3144444444444,9.98444444444444,7,1
55.3166666666667,11.3833333333333,4,1
55.6686666666667,13.1753055555556,6,3
55.6817222222222,13.1740555555556,10,5
56.42575,12.9165555555556,4,2
56.5,9.56666666666667,4,1
57.8914722222222,13.8405,2,1
58.3360277777778,12.5706944444444,2,1
58.45,25.6,9,2
58.8893611111111,11.2996944444444,2,1
59.1031666666667,14.1733055555556,8,4
59.3,24.65,10,2
59.7,17.3194166666667,8,4
59.75,17.7,40,1
60.7,10.85,5,1
